"","a1","a2","a3","a4","a5","c1","c2","c3","c4","c5","e1","e2","e3","e4","e5","n1","n2","n3","n4","n5","o1","o2","o3","o4","o5","gender","education","age","id","genderf","educationf","nmiss","retain","agreeableness","conscientiousness","extraversion","neuroticism","openness","perc_agreeableness","perc_conscientiousness","perc_extraversion","perc_neuroticism","perc_openness"
"1448",3,2,2,6,5,5,2,6,1,1,5,1,6,6,6,1,1,1,1,1,6,1,6,6,1,1,5,63,64683,"male","graduate degree",0,TRUE,3.8,5,5.2,1,6,16,75.8,83.3,1.5,98.1
"1449",1,5,5,6,6,6,6,6,1,1,1,1,2,6,6,1,2,2,2,1,6,1,6,5,2,2,5,27,64685,"female","graduate degree",0,TRUE,5.6,6,5.2,1.6,5.6,86,98.9,83.3,9.8,88.9
"1450",5,4,4,3,1,4,5,1,5,6,6,6,1,4,1,4,4,3,5,6,2,5,3,6,3,2,3,20,64686,"female","some college",0,TRUE,2.8,2.6,1.6,4.4,3.4,4.2,5.1,1.8,83.8,8
"1451",2,5,3,5,5,5,3,5,2,4,4,6,2,2,4,3,5,1,2,4,5,2,5,6,2,2,3,54,64688,"female","some college",0,TRUE,4.6,4.2,2.4,3,5.2,42.2,44.3,6.4,47.5,74.6
"1452",4,4,5,3,4,1,1,4,6,5,6,6,1,2,2,2,4,2,6,2,2,5,4,3,3,1,5,25,64689,"male","graduate degree",0,TRUE,3.8,1.8,1.4,3.2,3,16,0.8,1.1,53.1,2.8
"1453",4,5,3,4,3,4,2,5,5,5,5,4,3,3,4,4,5,5,4,3,4,4,3,4,4,1,4,46,64693,"male","college graduate",0,TRUE,3.6,3,3,4.2,3.4,12.6,9.9,15.1,79.4,8
"1454",1,5,5,6,4,5,5,5,2,1,4,3,3,4,4,1,2,2,2,,4,2,2,4,2,2,5,51,64696,"female","graduate degree",1,TRUE,5.2,5.2,3.6,2,4,69.3,82.5,28.5,18.8,23.7
"1455",1,3,3,5,3,5,5,6,2,1,6,5,1,2,5,2,4,3,3,2,3,4,2,3,3,2,5,38,64697,"female","graduate degree",0,TRUE,4,5.4,2.2,2.8,3,21.2,88.2,5,41.3,2.8
"1456",5,6,6,6,5,5,5,4,1,4,1,1,5,6,6,1,2,4,1,2,6,1,5,6,2,2,3,32,64698,"female","some college",0,TRUE,5,4.6,5.8,2,5.6,60.3,60.3,96.2,18.8,88.9
"1457",1,4,3,6,4,6,6,4,1,2,2,5,5,2,4,3,3,3,4,1,5,2,5,5,1,1,4,24,64702,"male","college graduate",0,TRUE,4.6,5.4,3.6,2.8,5.2,42.2,88.2,28.5,41.3,74.6
"1458",2,3,4,6,5,4,4,4,2,2,5,2,3,2,4,3,2,3,2,1,4,3,5,6,2,2,1,54,64706,"female","HS",0,TRUE,4.6,4.4,3.2,2.2,4.8,42.2,52.1,18.9,24.1,57.7
"1459",4,4,2,1,3,5,4,2,3,5,4,6,2,2,3,2,3,5,3,2,6,1,4,6,1,1,4,38,64707,"male","college graduate",0,TRUE,2.6,3.4,2.2,3,5.6,2.9,18.6,5,47.5,88.9
"1460",3,6,5,6,5,5,5,6,3,1,2,1,3,6,5,4,3,4,2,6,4,4,3,4,4,2,3,29,64709,"female","some college",0,TRUE,5.2,5.2,5,3.8,3.4,69.3,82.5,76.9,69.1,8
"1461",4,5,5,5,6,3,5,3,5,6,6,6,6,1,4,1,4,2,5,1,6,6,5,6,3,1,5,24,64712,"male","graduate degree",0,TRUE,4.8,2.8,2.6,2.6,4.4,50.9,7.1,8.6,35.3,39.5
"1462",1,5,4,6,4,3,2,2,4,5,3,2,5,5,4,4,5,4,3,3,4,2,4,6,4,2,5,23,64714,"female","graduate degree",0,TRUE,5,2.4,4.6,3.8,4.4,60.3,3.5,62.8,69.1,39.5
"1463",6,2,4,6,3,4,4,5,5,5,6,6,2,3,,5,5,5,4,1,5,2,3,6,4,1,1,25,64715,"male","HS",1,TRUE,3.2,3.4,2.4,4,4.4,7.4,18.6,6.4,74.3,39.5
"1464",2,6,6,6,6,4,3,4,4,5,4,2,6,6,3,4,2,3,4,1,6,2,6,5,2,1,2,19,64716,"male","finished HS",0,TRUE,5.8,3.2,4.6,2.8,5.4,92.2,13.8,62.8,41.3,82.2
"1465",2,4,2,4,4,2,5,2,2,6,2,5,1,3,2,3,6,4,4,4,2,3,1,2,5,2,3,28,64718,"female","some college",0,TRUE,3.8,3,2.6,4.2,2.2,16,9.9,8.6,79.4,0.3
"1466",1,6,6,6,5,5,3,5,1,1,1,3,5,4,6,2,5,4,1,2,5,1,5,5,3,2,3,20,64720,"female","some college",0,TRUE,5.8,5,5,2.8,5,92.2,75.8,76.9,41.3,66.4
"1467",3,6,6,4,3,1,6,6,1,1,1,1,5,3,1,1,6,2,2,3,5,4,6,4,2,2,3,29,64724,"female","some college",0,TRUE,4.6,5,4.2,2.8,4.6,42.2,75.8,48.9,41.3,48.5
"1468",1,4,5,5,5,5,3,4,6,4,5,6,5,2,4,4,4,5,5,3,5,2,2,6,5,2,3,16,64725,"female","some college",0,TRUE,5,3.2,2.8,4.2,4,60.3,13.8,11.6,79.4,23.7
"1469",3,4,4,4,4,4,5,5,5,5,4,3,3,4,4,6,6,5,5,6,4,5,5,5,4,2,2,23,64727,"female","finished HS",0,TRUE,4,3.6,3.6,5.6,3.8,21.2,24.2,28.5,97.6,17.3
"1470",4,5,1,2,2,5,4,4,2,6,2,3,5,2,5,6,6,6,4,6,4,3,3,4,3,2,2,23,64729,"female","finished HS",0,TRUE,2.6,3.8,4.2,5.6,3.8,2.9,30.7,48.9,97.6,17.3
"1471",2,6,4,6,5,5,5,5,1,4,1,2,4,6,6,5,4,4,1,4,,2,4,6,2,2,3,20,64730,"female","some college",1,TRUE,5.2,4.8,5.4,3.6,5,69.3,68.3,88.7,63.6,66.4
"1472",3,5,5,4,5,3,2,2,4,6,2,2,5,6,5,4,3,2,3,2,6,2,5,5,2,2,3,19,64733,"female","some college",0,TRUE,4.6,2.2,5.2,2.8,5.2,42.2,2.3,83.3,41.3,74.6
"1473",2,5,4,6,3,5,3,4,3,4,2,4,2,2,6,5,5,2,4,1,6,1,6,6,1,2,,13,64735,"female",,2,TRUE,4.6,3.8,3.6,3.4,6,42.2,30.7,28.5,58.2,98.1
"1474",1,5,2,4,2,5,4,4,4,6,5,,2,2,2,1,2,3,4,,5,5,3,6,3,1,3,20,64737,"male","some college",2,TRUE,3.8,3.4,2.4,2.6,4,16,18.6,6.4,35.3,23.7
"1475",4,5,4,3,3,5,2,4,5,5,4,5,2,5,2,6,6,6,5,5,4,4,5,6,4,2,3,27,64738,"female","some college",0,TRUE,3.6,3,2.8,5.6,4.2,12.6,9.9,11.6,97.6,31.3
"1476",5,4,2,2,3,4,4,6,3,5,5,6,2,3,2,1,2,1,2,1,3,4,4,6,2,1,3,21,64739,"male","some college",0,TRUE,2.6,4,2,1.4,4.2,2.9,37.5,3.8,6.4,31.3
"1477",2,6,5,4,6,5,4,5,5,5,1,2,5,5,5,2,5,2,1,2,6,4,5,1,2,2,1,16,64742,"female","HS",0,TRUE,5.2,3.6,5.2,2.4,4,69.3,24.2,83.3,29.6,23.7
"1478",2,5,5,5,5,5,5,5,2,3,1,2,5,5,5,2,3,3,4,4,5,4,4,5,2,2,4,28,64744,"female","college graduate",0,TRUE,5,4.8,5.2,3.2,4.4,60.3,68.3,83.3,53.1,39.5
"1479",1,5,4,4,4,4,3,4,2,2,3,3,3,3,4,2,4,2,2,2,3,2,5,6,2,2,3,33,64747,"female","some college",0,TRUE,4.6,4.2,3.6,2.4,4.8,42.2,44.3,28.5,29.6,57.7
"1480",4,6,5,5,5,3,2,1,5,6,2,6,1,1,1,6,6,6,6,6,4,2,2,6,3,2,3,27,64753,"female","some college",0,TRUE,4.8,1.8,1.8,6,4.2,50.9,0.8,2.7,99.5,31.3
"1481",2,5,6,6,5,3,4,2,2,2,2,2,5,5,5,2,2,1,1,2,3,3,5,2,2,2,3,52,64754,"female","some college",0,TRUE,5.4,3.8,5,1.6,3.8,78.1,30.7,76.9,9.8,17.3
"1482",1,4,5,3,4,4,5,4,2,4,4,5,2,3,3,3,4,2,5,4,4,3,4,4,2,2,5,36,64758,"female","graduate degree",0,TRUE,4.4,4.2,2.6,3.6,4.2,34.5,44.3,8.6,63.6,31.3
"1483",1,5,5,4,5,5,6,5,2,2,4,5,2,4,3,2,3,2,5,3,4,2,4,5,2,2,5,36,64759,"female","graduate degree",0,TRUE,5,5.2,2.8,3,4.6,60.3,82.5,11.6,47.5,48.5
"1484",1,6,6,5,4,5,5,4,2,4,1,3,5,5,4,5,4,5,4,5,6,3,5,6,2,2,5,29,64763,"female","graduate degree",0,TRUE,5.4,4.4,4.8,4.6,5.2,78.1,52.1,69.8,87.5,74.6
"1485",2,4,5,6,5,6,6,5,4,1,1,1,3,6,6,2,2,4,1,1,5,1,5,5,6,2,3,20,64768,"female","some college",0,TRUE,5,5.2,5.4,2,4.4,60.3,82.5,88.7,18.8,39.5
"1486",5,2,2,6,6,6,5,5,5,2,2,,5,5,2,1,2,1,2,1,5,5,4,5,,2,5,35,64769,"female","graduate degree",2,TRUE,3.6,4.6,4.2,1.4,4.2,12.6,60.3,48.9,6.4,31.3
"1487",2,4,4,1,3,5,6,5,1,3,4,4,3,4,4,5,6,1,6,1,3,1,5,6,1,1,4,37,64770,"male","college graduate",0,TRUE,3.4,5.2,3.4,3.8,5.2,9.7,82.5,23.1,69.1,74.6
"1488",1,6,5,5,6,5,3,5,1,4,1,2,4,5,4,2,4,2,2,2,5,2,5,5,2,2,5,42,64771,"female","graduate degree",0,TRUE,5.6,4.4,4.8,2.4,5,86,52.1,69.8,29.6,66.4
"1489",3,4,5,4,5,4,3,3,3,5,1,2,4,4,6,4,3,2,4,2,6,1,6,6,1,1,3,19,64772,"male","some college",0,TRUE,4.4,3.2,5,3,6,34.5,13.8,76.9,47.5,98.1
"1490",2,6,5,5,6,4,4,4,3,4,4,3,5,5,5,2,4,4,5,3,5,3,5,5,3,1,4,30,64773,"male","college graduate",0,TRUE,5.4,3.8,4.4,3.6,4.6,78.1,30.7,55.8,63.6,48.5
"1491",2,5,4,1,6,5,3,5,4,5,2,3,6,4,4,2,3,3,3,1,6,4,6,5,1,1,3,18,64774,"male","some college",0,TRUE,4.2,3.6,4.6,2.4,5.2,27.6,24.2,62.8,29.6,74.6
"1493",2,5,5,6,3,4,5,5,1,2,5,3,2,3,5,3,4,4,3,4,5,2,3,5,3,2,4,27,64804,"female","college graduate",0,TRUE,4.8,5,3.2,3.6,4.4,50.9,75.8,18.9,63.6,39.5
"1494",4,6,6,6,5,6,6,5,1,1,3,1,4,6,6,6,6,3,1,1,5,3,6,6,1,1,2,18,64807,"male","finished HS",0,TRUE,5.2,5.8,5.2,3.4,5.4,69.3,96.4,83.3,58.2,82.2
"1495",4,2,1,4,1,3,2,1,2,1,6,6,2,1,5,1,1,1,1,1,5,1,6,4,1,1,2,24,64810,"male","finished HS",0,TRUE,2.2,3.4,2,1,5.4,1.3,18.6,3.8,1.5,82.2
"1496",2,4,2,2,4,2,2,4,2,5,5,6,3,2,2,1,2,1,2,1,4,1,5,6,1,2,3,20,64814,"female","some college",0,TRUE,3.4,3,2,1.4,5.4,9.7,9.9,3.8,6.4,82.2
"1497",5,3,2,2,3,5,3,5,3,4,4,4,4,3,3,4,4,4,3,4,4,3,3,4,3,2,,14,64815,"female",,2,TRUE,2.4,4,3.2,3.8,3.8,1.9,37.5,18.9,69.1,17.3
"1498",5,4,4,6,4,6,6,3,2,2,2,2,4,6,4,4,4,5,1,1,4,1,2,4,4,2,3,21,64817,"female","some college",0,TRUE,4,5,4.8,3,3.8,21.2,75.8,69.8,47.5,17.3
"1499",4,4,4,5,4,4,4,4,2,4,4,4,4,4,4,4,5,5,2,3,4,3,4,4,2,2,3,21,64819,"female","some college",0,TRUE,4,4,3.6,3.8,4.2,21.2,37.5,28.5,69.1,31.3
"1500",2,6,6,6,5,5,5,5,1,3,2,2,5,6,4,1,1,1,2,1,5,1,4,4,2,2,5,66,64822,"female","graduate degree",0,TRUE,5.6,5,5,1.2,4.8,86,75.8,76.9,3.8,57.7
"1501",2,5,5,6,6,5,5,2,2,2,2,2,5,6,4,1,1,4,5,4,5,5,5,5,2,2,1,22,64824,"female","HS",0,TRUE,5.4,4.4,5,3,4.4,78.1,52.1,76.9,47.5,39.5
"1502",4,5,4,5,4,5,5,6,1,1,2,1,3,5,5,3,2,2,4,5,5,4,4,4,4,1,1,49,64825,"male","HS",0,TRUE,4.2,5.6,4.8,3.2,3.8,27.6,92.9,69.8,53.1,17.3
"1503",4,5,,6,5,6,5,4,3,4,3,4,4,5,5,5,5,5,4,3,5,3,5,5,4,2,3,42,64826,"female","some college",1,TRUE,4.8,4.4,4.2,4.4,4.4,50.9,52.1,48.9,83.8,39.5
"1504",2,1,4,2,4,6,6,5,6,3,5,5,6,4,2,4,2,6,2,2,5,1,5,6,1,2,4,19,64830,"female","college graduate",0,TRUE,3.2,4.4,3.2,3.2,5.6,7.4,52.1,18.9,53.1,88.9
"1505",2,1,4,1,4,6,6,5,6,3,5,5,6,3,2,2,2,6,2,2,5,1,5,6,1,2,4,19,64831,"female","college graduate",0,TRUE,3,4.4,3,2.8,5.6,5.7,52.1,15.1,41.3,88.9
"1506",1,5,6,5,6,1,1,1,6,6,6,6,6,5,2,6,5,6,6,6,6,1,6,6,1,2,5,32,64835,"female","graduate degree",0,TRUE,5.6,1,3,5.8,6,86,0.1,15.1,98.5,98.1
"1507",1,6,6,5,6,5,5,5,2,4,1,1,6,6,5,2,3,4,3,2,4,1,6,4,1,2,3,29,64838,"female","some college",0,TRUE,5.8,4.6,5.8,2.8,5.2,92.2,60.3,96.2,41.3,74.6
"1508",6,6,1,6,5,2,3,4,3,1,1,2,6,1,6,3,4,3,1,2,6,1,6,6,1,2,4,31,64839,"female","college graduate",0,TRUE,3.8,3.8,4.8,2.6,6,16,30.7,69.8,35.3,98.1
"1509",3,6,6,5,6,5,6,1,3,6,3,2,6,6,6,3,6,1,5,1,6,1,6,6,1,1,2,21,64842,"male","finished HS",0,TRUE,5.4,3.4,5.4,3.2,6,78.1,18.6,88.7,53.1,98.1
"1510",2,6,6,5,5,5,5,4,2,2,2,2,5,5,6,1,2,2,2,1,6,2,5,5,1,2,2,27,64843,"female","finished HS",0,TRUE,5.4,4.8,5.2,1.6,5.4,78.1,68.3,83.3,9.8,82.2
"1511",4,2,5,6,1,6,2,1,4,6,1,2,4,5,4,6,6,6,1,5,5,6,3,5,4,2,3,23,64844,"female","some college",0,TRUE,3.4,2.6,4.8,4.8,3.4,9.7,5.1,69.8,90.3,8
"1512",1,5,5,4,4,5,5,4,3,4,4,2,4,4,4,2,2,4,4,4,5,2,5,6,1,2,3,20,64845,"female","some college",0,TRUE,4.8,4.2,4,3.2,5.4,50.9,44.3,41.9,53.1,82.2
"1513",2,6,4,1,5,5,4,3,2,4,4,5,3,4,4,2,5,3,2,3,5,5,3,2,4,2,2,57,64846,"female","finished HS",0,TRUE,4.2,4,3.2,3,3,27.6,37.5,18.9,47.5,2.8
"1514",4,5,4,2,6,6,6,6,2,2,5,2,5,4,5,2,3,4,5,4,6,1,6,6,3,2,2,38,64847,"female","finished HS",0,TRUE,4,5.6,4.2,3.6,5.6,21.2,92.9,48.9,63.6,88.9
"1515",1,3,5,5,5,3,3,4,4,4,5,4,6,5,3,1,4,2,5,4,5,2,6,5,1,2,2,18,64849,"female","finished HS",0,TRUE,4.8,3.2,3.8,3.2,5.4,50.9,13.8,34.9,53.1,82.2
"1516",2,5,4,5,4,5,5,4,5,5,3,6,4,5,4,6,6,6,6,6,4,5,5,4,4,1,2,23,64850,"male","finished HS",0,TRUE,4.6,3.6,3.6,6,3.6,42.2,24.2,28.5,99.5,12.1
"1517",1,6,4,4,5,5,5,6,2,1,4,2,4,6,4,2,5,5,3,1,4,4,4,6,3,2,3,34,64852,"female","some college",0,TRUE,5,5.4,4.4,3.2,4.2,60.3,88.2,55.8,53.1,31.3
"1518",1,4,3,6,5,5,4,2,4,5,5,5,1,1,5,6,5,5,6,4,6,3,4,6,1,1,4,67,64857,"male","college graduate",0,TRUE,4.8,3.2,2.2,5.2,5.2,50.9,13.8,5,94.6,74.6
"1519",4,6,4,5,5,5,4,2,2,6,1,1,5,6,6,4,5,6,3,5,5,4,4,5,4,2,3,30,64861,"female","some college",0,TRUE,4.6,3.4,5.8,4.6,4,42.2,18.6,96.2,87.5,23.7
"1520",2,5,3,4,4,5,5,3,3,3,2,4,4,3,6,4,4,3,4,3,6,2,6,5,1,2,5,31,64865,"female","graduate degree",0,TRUE,4.2,4.2,4.2,3.6,5.6,27.6,44.3,48.9,63.6,88.9
"1521",1,5,2,4,2,6,4,5,1,2,5,6,1,1,2,2,1,2,4,4,6,2,5,6,1,1,4,54,64866,"male","college graduate",0,TRUE,3.8,5.2,1.4,2.6,5.6,16,82.5,1.1,35.3,88.9
"1522",2,4,3,5,4,4,4,6,2,1,5,2,4,5,4,1,2,1,2,1,5,2,5,2,5,1,5,32,64874,"male","graduate degree",0,TRUE,4.2,5,4,1.4,3.8,27.6,75.8,41.9,6.4,17.3
"1523",2,5,6,6,5,6,5,3,1,5,3,1,5,6,,3,6,4,2,3,5,1,4,5,1,2,3,47,64876,"female","some college",1,TRUE,5.4,4.4,5.2,3.6,5.2,78.1,52.1,83.3,63.6,74.6
"1524",2,4,4,4,2,6,6,5,1,2,2,1,4,5,5,2,3,5,6,2,6,4,4,6,1,2,3,20,64877,"female","some college",0,TRUE,3.8,5.6,5,3.6,5,16,92.9,76.9,63.6,66.4
"1525",4,2,1,1,2,1,2,1,5,6,6,6,4,1,1,6,6,4,6,6,5,3,1,6,4,2,1,20,64880,"female","HS",0,TRUE,1.8,1.4,1.6,5.6,3.8,0.5,0.4,1.8,97.6,17.3
"1526",2,5,6,5,6,6,5,6,1,1,2,1,4,5,6,5,5,5,2,3,6,2,5,5,1,2,3,34,64886,"female","some college",0,TRUE,5.4,5.8,5.2,4,5.4,78.1,96.4,83.3,74.3,82.2
"1527",3,5,4,4,4,5,5,4,2,5,2,4,2,5,6,5,6,4,3,3,5,1,5,6,2,2,,14,64887,"female",,2,TRUE,4.2,4.2,4.2,4.2,5.4,27.6,44.3,48.9,79.4,82.2
"1528",3,3,2,5,2,5,5,1,4,6,3,5,5,4,5,6,6,6,5,,6,3,4,6,4,2,2,32,64888,"female","finished HS",1,TRUE,3.2,3,4,5.2,4.6,7.4,9.9,41.9,94.6,48.5
"1529",4,5,5,5,4,4,3,5,3,2,1,1,5,5,5,1,1,3,4,1,6,1,6,5,1,1,3,27,64890,"male","some college",0,TRUE,4.4,4.2,5.4,2,5.8,34.5,44.3,88.7,18.8,94.1
"1530",4,4,5,2,6,5,2,4,3,6,5,6,5,2,5,6,6,5,4,4,5,3,5,6,1,1,3,19,64891,"male","some college",0,TRUE,4,3.2,3,5,5.2,21.2,13.8,15.1,92.6,74.6
"1531",4,4,5,1,5,3,5,2,2,5,1,2,5,5,4,1,2,4,1,2,4,5,3,4,,2,3,20,64894,"female","some college",1,TRUE,3.6,3.4,5,2,3.6,12.6,18.6,76.9,18.8,12.1
"1532",1,4,5,6,4,4,5,5,2,6,3,3,4,4,4,2,3,1,2,1,5,3,4,5,3,1,3,21,64898,"male","some college",0,TRUE,5,4,4,1.8,4.4,60.3,37.5,41.9,13.8,39.5
"1533",5,2,4,3,3,2,1,4,4,3,2,2,4,5,3,4,4,6,2,1,4,1,5,4,2,2,3,23,64902,"female","some college",0,TRUE,2.8,2.8,4.4,3.4,4.8,4.2,7.1,55.8,58.2,57.7
"1534",3,5,2,4,5,5,4,5,3,2,4,5,2,2,5,1,1,1,1,1,6,2,5,5,1,1,4,42,64907,"male","college graduate",0,TRUE,4,4.6,2.8,1,5.4,21.2,60.3,11.6,1.5,82.2
"1535",1,6,5,6,4,4,3,2,4,5,1,2,5,6,5,5,5,5,4,4,4,4,5,5,2,2,3,27,64912,"female","some college",0,TRUE,5.4,2.8,5.4,4.6,4.4,78.1,7.1,88.7,87.5,39.5
"1536",2,6,5,3,5,5,2,3,6,5,4,5,4,4,5,5,4,5,4,4,5,6,5,5,5,1,3,19,64914,"male","some college",0,TRUE,4.8,2.6,3.6,4.4,3.6,50.9,5.1,28.5,83.8,12.1
"1537",3,5,4,6,5,5,5,3,2,4,3,3,4,6,4,6,6,4,3,3,5,2,4,6,3,2,3,21,64915,"female","some college",0,TRUE,4.8,4.2,4.4,4.4,4.8,50.9,44.3,55.8,83.8,57.7
"1538",1,6,6,5,5,,5,5,3,4,5,4,5,2,3,2,4,2,2,5,4,4,5,6,3,2,5,47,64917,"female","graduate degree",1,TRUE,5.6,4.4,3,3,4.4,86,52.1,15.1,47.5,39.5
"1539",1,5,5,6,5,4,5,2,3,4,5,4,2,3,3,2,4,4,3,4,4,2,2,5,4,2,5,58,64918,"female","graduate degree",0,TRUE,5.4,3.6,2.6,3.4,3.8,78.1,24.2,8.6,58.2,17.3
"1540",1,5,3,4,4,6,6,6,1,6,1,6,3,1,4,6,6,6,6,6,6,3,5,6,4,2,3,20,64919,"female","some college",0,TRUE,4.4,5,3,6,4.8,34.5,75.8,15.1,99.5,57.7
"1541",3,4,5,6,3,6,6,5,1,2,3,1,5,5,5,2,2,2,1,1,6,2,5,2,1,1,3,29,64920,"male","some college",0,TRUE,4.4,5.6,5,1.6,4.8,34.5,92.9,76.9,9.8,57.7
"1542",3,6,6,3,6,2,3,3,4,4,2,2,5,4,5,4,5,5,2,2,4,4,5,5,2,2,3,18,64921,"female","some college",0,TRUE,5,2.8,4.8,3.6,4.4,60.3,7.1,69.8,63.6,39.5
"1543",4,5,2,1,4,5,2,2,3,6,2,3,4,5,5,4,5,2,4,6,5,1,5,2,2,2,1,18,64926,"female","HS",0,TRUE,3,2.8,4.6,4.2,4.6,5.7,7.1,62.8,79.4,48.5
"1544",5,6,5,3,6,5,6,4,2,4,2,4,4,4,6,1,2,1,3,4,5,5,3,4,4,2,2,21,64931,"female","finished HS",0,TRUE,4.4,4.6,4.4,2.2,3.4,34.5,60.3,55.8,24.1,8
"1545",1,6,5,6,6,6,5,5,2,5,4,2,5,6,5,4,5,4,4,6,6,3,6,6,2,2,5,36,64936,"female","graduate degree",0,TRUE,5.8,4.6,4.8,4.6,5.4,92.2,60.3,69.8,87.5,82.2
"1546",4,4,5,2,5,5,6,4,3,2,3,2,5,5,5,2,4,4,3,2,5,3,4,4,3,2,3,18,64937,"female","some college",0,TRUE,3.8,4.8,4.8,3,4.2,16,68.3,69.8,47.5,31.3
"1547",1,6,6,6,6,5,5,5,1,4,2,1,5,6,5,2,4,1,1,1,5,5,6,6,2,2,5,53,64938,"female","graduate degree",0,TRUE,6,4.8,5.4,1.8,4.8,97.6,68.3,88.7,13.8,57.7
"1548",4,5,6,5,6,3,2,2,3,6,6,4,4,5,4,5,4,5,5,2,4,6,1,6,6,1,4,23,64939,"male","college graduate",0,TRUE,5,2.4,3.4,4.2,2.6,60.3,3.5,23.1,79.4,1
"1549",4,3,3,2,2,4,3,5,2,2,5,5,2,3,3,2,5,6,3,5,2,4,2,3,5,2,3,19,64940,"female","some college",0,TRUE,2.6,4.4,2.4,4.2,2.4,2.9,52.1,6.4,79.4,0.5
"1550",6,4,5,6,5,4,6,6,5,4,1,2,1,5,4,5,6,5,2,4,6,5,5,5,3,1,3,22,64944,"male","some college",0,TRUE,4.2,4.2,4.2,4.4,4.4,27.6,44.3,48.9,83.8,39.5
"1551",6,,6,4,5,6,4,5,6,3,4,4,6,6,3,6,4,6,2,5,4,4,3,6,5,2,2,19,64946,"female","finished HS",1,TRUE,4.2,4,4.2,4.6,3.6,27.6,37.5,48.9,87.5,12.1
"1552",1,5,5,4,6,6,6,5,2,1,4,1,5,5,5,1,1,3,3,3,6,1,6,5,2,2,3,20,64949,"female","some college",0,TRUE,5.2,5.6,4.8,2.2,5.6,69.3,92.9,69.8,24.1,88.9
"1553",3,3,3,4,4,4,3,3,4,5,2,3,4,4,4,3,4,2,4,2,4,3,6,6,2,2,4,24,64950,"female","college graduate",0,TRUE,3.6,3,4.2,3,5,12.6,9.9,48.9,47.5,66.4
"1554",1,6,4,3,5,4,5,4,2,5,2,2,4,5,4,2,3,4,2,2,4,1,5,4,2,2,2,23,64952,"female","finished HS",0,TRUE,4.8,4,4.6,2.6,4.8,50.9,37.5,62.8,35.3,57.7
"1555",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,3,20,64953,"male","some college",0,TRUE,4.4,3.8,3.8,5,3.8,34.5,30.7,34.9,92.6,17.3
"1556",1,6,6,3,6,6,5,5,2,5,2,2,5,5,5,5,6,5,5,5,4,2,4,6,1,2,4,33,64954,"female","college graduate",0,TRUE,5.4,4.6,5,5.2,5,78.1,60.3,76.9,94.6,66.4
"1557",5,6,6,1,6,5,6,5,,6,1,5,5,5,5,2,3,6,6,4,6,2,5,6,2,1,1,16,64958,"male","HS",1,TRUE,4.2,4.4,4.6,4.2,5.4,27.6,52.1,62.8,79.4,82.2
"1558",1,6,6,6,6,5,5,3,5,5,5,2,4,5,6,2,2,5,2,1,5,3,5,6,2,1,1,17,64960,"male","HS",0,TRUE,6,3.4,4.4,2.4,5,97.6,18.6,55.8,29.6,66.4
"1559",1,4,3,3,4,5,4,5,2,4,2,4,4,2,3,2,2,2,4,1,6,2,6,6,1,2,3,21,64961,"female","some college",0,TRUE,4,4.4,3.4,2.2,5.8,21.2,52.1,23.1,24.1,94.1
"1560",1,6,6,1,1,5,6,6,4,6,1,6,6,1,6,6,6,6,6,6,6,6,4,6,1,2,5,31,64962,"female","graduate degree",0,TRUE,4,4.2,4,6,4.6,21.2,44.3,41.9,99.5,48.5
"1561",3,4,4,4,4,6,5,4,1,1,3,4,5,5,5,1,1,1,1,1,5,2,5,4,2,2,2,57,64963,"female","finished HS",0,TRUE,4,5.4,4.4,1,4.8,21.2,88.2,55.8,1.5,57.7
"1562",1,6,6,6,6,5,6,2,5,2,5,2,5,6,6,2,5,4,4,4,5,2,6,6,2,2,3,20,64967,"female","some college",0,TRUE,6,4,4.8,3.8,5.4,97.6,37.5,69.8,69.1,82.2
"1563",6,5,5,6,6,5,6,6,5,6,3,6,5,6,6,5,6,4,5,5,5,6,5,6,2,2,2,19,64968,"female","finished HS",0,TRUE,4.6,4,4.4,5,4.4,42.2,37.5,55.8,92.6,39.5
"1564",6,5,5,6,6,5,6,6,5,1,3,6,5,6,6,5,1,4,5,5,5,1,5,6,2,2,2,19,64969,"female","finished HS",0,TRUE,4.6,5,4.4,4,5.4,42.2,75.8,55.8,74.3,82.2
"1565",6,2,5,6,6,5,6,3,5,1,3,6,5,6,2,5,1,4,5,5,5,1,5,6,2,2,2,19,64970,"female","finished HS",0,TRUE,4,4.4,3.6,4,5.4,21.2,52.1,28.5,74.3,82.2
"1566",6,2,5,6,6,5,6,6,1,1,3,6,5,6,2,1,1,4,2,5,5,1,5,6,2,2,2,19,64971,"female","finished HS",0,TRUE,4,5.8,3.6,2.6,5.4,21.2,96.4,28.5,35.3,82.2
"1567",6,2,5,6,6,5,4,6,1,1,3,6,5,6,2,1,1,4,2,5,5,1,5,6,2,2,2,19,64975,"female","finished HS",0,TRUE,4,5.4,3.6,2.6,5.4,21.2,88.2,28.5,35.3,82.2
"1568",6,2,5,6,6,5,4,6,1,1,3,6,5,6,2,1,1,4,2,3,5,1,3,6,2,2,2,19,64978,"female","finished HS",0,TRUE,4,5.4,3.6,2.2,5,21.2,88.2,28.5,24.1,66.4
